"Statistic Label","Year","Employment Size","Activity","UNIT","VALUE"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale of Food, Beverages and Tobacco in Specialised Stores (G472)","Number","6059"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale of Automotive Fuel in Specialised Stores (G473)","Number","1603"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale of Information and Communication Equipment in Specialised Stores (G474)","Number","1699"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale of Other Household Equipment in Specialised Stores (G475)","Number","6402"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale of Cultural and Recreation Goods in Specialised Stores (G476)","Number","2813"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale of Other Goods in Specialised Stores (G477)","Number","19459"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Sale via Stalls and Markets (G478)","Number","607"
"Persons Engaged in Active Enterprises","2022","Under 10","Retail Trade not in Stores, Stalls or Markets (G479)","Number","3007"
"Persons Engaged in Active Enterprises","2022","Under 10","Computer Programming, Consultancy and Related Activities (J620)","Number","17924"
"Persons Engaged in Active Enterprises","2022","Under 10","Buying and Selling of Own Real Estate (L681)","Number","786"
"Persons Engaged in Active Enterprises","2022","Under 10","Renting and Operating of Own or Leased Real Estate (L682)","Number","15192"
"Persons Engaged in Active Enterprises","2022","Under 10","Real Estate Activities on a Fee or Contract Basis (L683)","Number","8196"
"Persons Engaged in Active Enterprises","2022","Under 10","Legal Activities (M691)","Number","9965"
"Persons Engaged in Active Enterprises","2022","Under 10","Accounting, Bookkeeping and Auditing Activities; Tax Consultancy (M692)","Number","12308"
"Persons Engaged in Active Enterprises","2022","Under 10","Activities of Head Offices (M701)","Number","856"
"Persons Engaged in Active Enterprises","2022","Under 10","Management Consultancy Activities (M702)","Number","20605"
"Persons Engaged in Active Enterprises","2022","Under 10","Architectural and Engineering Activities and Related Technical Consultancy (M711)","Number","15326"
"Persons Engaged in Active Enterprises","2022","Under 10","Technical Testing and Analysis (M712)","Number","664"
"Persons Engaged in Active Enterprises","2022","Under 10","Research and Experimental Development on Natural Sciences and Engineering (M721)","Number","1186"
"Persons Engaged in Active Enterprises","2022","Under 10","Research and Experimental Development on Social Sciences and Humanities (722)","Number","277"
"Persons Engaged in Active Enterprises","2022","Under 10","Advertising (M731)","Number","2634"
"Persons Engaged in Active Enterprises","2022","Under 10","Market Research and Public Opinion Polling (M732)","Number","362"
"Persons Engaged in Active Enterprises","2022","Under 10","Specialised Design Activities (M741)","Number","4349"
"Persons Engaged in Active Enterprises","2022","Under 10","Photographic Activities (M742)","Number","2430"
"Persons Engaged in Active Enterprises","2022","Under 10","Translation and Interpretation Activities (M743)","Number","815"
"Persons Engaged in Active Enterprises","2022","Under 10","Other Professional, Scientific and Technical Activities n.e.c. (M749)","Number","5340"
"Persons Engaged in Active Enterprises","2022","Under 10","Veterinary Activities (M750)","Number","2371"
"Persons Engaged in Active Enterprises","2022","Under 10","Renting and Leasing of Motor Vehicles (N771)","Number","296"
"Persons Engaged in Active Enterprises","2022","Under 10","Renting and Leasing of Personal and Household Goods (N772)","Number","611"
"Persons Engaged in Active Enterprises","2022","Under 10","Renting and Leasing of Other Machinery, Equipment and Tangible goods (N773)","Number","7170"
"Persons Engaged in Active Enterprises","2022","Under 10","Leasing of Intellectual Property and Similar Products, except Copyrighted Works (N774)","Number","305"
"Persons Engaged in Active Enterprises","2022","Under 10","Activities of Employment Placement Agencies (N781)","Number","2278"
"Persons Engaged in Active Enterprises","2022","Under 10","Temporary Employment Agency Activities (N782)","Number","179"
"Persons Engaged in Active Enterprises","2022","Under 10","Other Human Resources Provision (N783)","Number","338"
"Persons Engaged in Active Enterprises","2022","Under 10","Travel Agency and Tour Operator Activities (N791)","Number","1231"
"Persons Engaged in Active Enterprises","2022","Under 10","Other Reservation Service and Related Activities (N799)","Number","709"
"Persons Engaged in Active Enterprises","2022","Under 10","Private Security Activities (N801)","Number","411"
"Persons Engaged in Active Enterprises","2022","Under 10","Security Systems Service Activities (N802)","Number","1143"
"Persons Engaged in Active Enterprises","2022","Under 10","Investigation Activities (N803)","Number","173"
"Persons Engaged in Active Enterprises","2022","Under 10","Combined Facilities support Activities (N811)","Number","528"
"Persons Engaged in Active Enterprises","2022","Under 10","Cleaning Activities (N812)","Number","4261"
"Persons Engaged in Active Enterprises","2022","Under 10","Landscape Service Activities (N813)","Number","5641"
"Persons Engaged in Active Enterprises","2022","Under 10","Office Administrative and Support Activities (N821)","Number","1209"
"Persons Engaged in Active Enterprises","2022","Under 10","Activities of Call Centres (N822)","Number","108"
"Persons Engaged in Active Enterprises","2022","Under 10","Organisation of Conventions and Trade Shows (N823)","Number","982"
"Persons Engaged in Active Enterprises","2022","Under 10","Business Support Service Activities n.e.c. (N829)","Number","2284"
"Persons Engaged in Active Enterprises","2022","Under 10","ICT Manufacturing (C261 TO C264,C268)","Number","378"
"Persons Engaged in Active Enterprises","2022","Under 10","Computer Programming Activities (J6201)","Number","5537"
"Persons Engaged in Active Enterprises","2022","Under 10","Computer Consultancy Activities (J6202)","Number","8286"
"Persons Engaged in Active Enterprises","2022","Under 10","Computer Facilities Management Activities (J6203)","Number","98"
"Persons Engaged in Active Enterprises","2022","Under 10","Other Information Technology and Computer Service Activities (J6209)","Number","4003"
"Persons Engaged in Active Enterprises","2022","Under 10","Food Products, Beverages and Tobacco (C10 to C12)","Number","3754"
"Persons Engaged in Active Enterprises","2022","Under 10","Textiles and Wearing Apparel (C13,C14)","Number","1439"
"Persons Engaged in Active Enterprises","2022","Under 10","Paper and Paper Products; Printing and Reproduction of Recorded Media (C17,C18)","Number","2665"
"Persons Engaged in Active Enterprises","2022","Under 10","Basic Metals and Fabricated Metal Products (C24,C25)","Number","6058"
"Persons Engaged in Active Enterprises","2022","Under 10","Transport Equipment (C29,C30)","Number","405"
"Persons Engaged in Active Enterprises","2022","Under 10","Furniture and Other Manufacturing (C31,C32)","Number","4172"
"Persons Engaged in Active Enterprises","2022","Under 10","ICT Services (G465,J582,J61,J62,J631,S951)","Number","23047"
"Persons Engaged in Active Enterprises","2022","Under 10","Business Economy excluding Sector O and Activities of Membership Organisations (B to S-O-S94)","Number","616986"
"Persons Engaged in Active Enterprises","2022","Under 10","Service Economy excluding Sector O and Activities of Membership Organisations (G to S-O-S94)","Number","466240"
"Persons Engaged in Active Enterprises","2022","10 - 19","Mining and Quarrying (B)","Number",""
"Persons Engaged in Active Enterprises","2022","10 - 19","Manufacturing (C)","Number","12223"
"Persons Engaged in Active Enterprises","2022","10 - 19","Electricity, Gas, Steam and Air Conditioning Supply (D)","Number","197"
"Persons Engaged in Active Enterprises","2022","10 - 19","Water Supply; Sewerage, Waste Management and Remediation Activities (E)","Number",""
"Persons Engaged in Active Enterprises","2022","10 - 19","Construction (F)","Number","20133"
"Persons Engaged in Active Enterprises","2022","10 - 19","WholeSale and Retail Trade; Repair of Motor Vehicles and Motorcycles (G)","Number","50190"
"Persons Engaged in Active Enterprises","2022","10 - 19","Transportation and Storage (H)","Number","8869"
"Persons Engaged in Active Enterprises","2022","10 - 19","Accommodation and Food Service Activities (I)","Number","33232"
"Persons Engaged in Active Enterprises","2022","10 - 19","Information and Communication (J)","Number","7642"
"Persons Engaged in Active Enterprises","2022","10 - 19","Financial and Insurance Activities (K)","Number","5534"
"Persons Engaged in Active Enterprises","2022","10 - 19","Real Estate Activities (L)","Number","2414"
"Persons Engaged in Active Enterprises","2022","10 - 19","Professional, Scientific and Technical Activities (M)","Number","18250"
"Persons Engaged in Active Enterprises","2022","10 - 19","Administrative and Support Service Activities (N)","Number","9081"
"Persons Engaged in Active Enterprises","2022","10 - 19","Education (P)","Number","5893"
"Persons Engaged in Active Enterprises","2022","10 - 19","Human Health and Social Work Activities (Q)","Number","18630"
"Persons Engaged in Active Enterprises","2022","10 - 19","Arts, Entertainment and Recreation (R)","Number","4227"
"Persons Engaged in Active Enterprises","2022","10 - 19","Leather and Related Products (C15)","Number",""
