active_enterprise,persons_engaged,employees
4.0,20.0,
5.0,21.0,
5.0,,
7.0,,
4.0,10.0,
483.0,18003.0,17910.0
,,
0.0,0.0,0.0
3.0,3.0,
,,
14.0,15.0,8.0
,,
31.0,142.0,125.0
,,0.0
3.0,3.0,0.0
10.0,27.0,19.0
3.0,3.0,0.0
,,0.0
0.0,0.0,0.0
3.0,,0.0
0.0,0.0,0.0
5.0,,
,,
,,
0.0,0.0,0.0
,,0.0
3.0,,
,,
5.0,6.0,
,,0.0
4.0,4.0,
0.0,0.0,0.0
4.0,,0.0
113.0,291.0,226.0
,,
172.0,563.0,436.0
230.0,901.0,740.0
346.0,875.0,595.0
1686.0,4642.0,3236.0
442.0,1421.0,1079.0
8174.0,24214.0,16595.0
850.0,2206.0,1485.0
436.0,1290.0,953.0
880.0,2944.0,2207.0
254.0,1157.0,970.0
267.0,651.0,433.0
90.0,,
618.0,2299.0,1795.0
117.0,,461.0
524.0,1688.0,1260.0
343.0,879.0,582.0
967.0,2388.0,1551.0
239.0,1441.0,1308.0
181.0,542.0,416.0
188.0,408.0,256.0
190.0,518.0,361.0
368.0,1466.0,1221.0
270.0,866.0,635.0
280.0,,
410.0,2119.0,1847.0
412.0,790.0,433.0
19913.0,59037.0,41829.0
,,
47.0,72.0,35.0
43.0,,
129.0,236.0,
409.0,737.0,391.0
93.0,134.0,47.0
481.0,1253.0,892.0
175.0,370.0,
172.0,257.0,103.0
164.0,,
74.0,,
56.0,94.0,47.0
35.0,40.0,8.0
123.0,212.0,103.0
27.0,42.0,15.0
73.0,176.0,130.0
93.0,134.0,45.0
156.0,293.0,
49.0,81.0,43.0
50.0,,31.0
63.0,166.0,116.0
52.0,81.0,32.0
154.0,255.0,119.0
89.0,171.0,
75.0,169.0,107.0
186.0,324.0,159.0
210.0,358.0,173.0
3476.0,6478.0,3541.0
,,
,,0.0
0.0,0.0,0.0
,,0.0
9.0,,
,0.0,0.0
116.0,601.0,587.0
7.0,,
3.0,,
6.0,3.0,
,,
3.0,,
,,0.0
3.0,,0.0
,,0.0
5.0,0.0,0.0
,,0.0
3.0,,10.0
0.0,0.0,0.0
,,0.0
,,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,,
193.0,794.0,749.0
,,
0.0,0.0,0.0
,,
,,0.0
,41.0,37.0
,,
12.0,14.0,9.0
4.0,,
3.0,19.0,
5.0,,
4.0,,
0.0,0.0,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
4.0,4.0,
,,
0.0,0.0,0.0
,,0.0
,,0.0
,,0.0
0.0,0.0,0.0
,,0.0
,,
4.0,4.0,
0.0,0.0,0.0
,0.0,0.0
69.0,204.0,173.0
,,
40.0,189.0,140.0
29.0,128.0,90.0
73.0,226.0,143.0
459.0,2140.0,1558.0
78.0,369.0,273.0
2562.0,12803.0,9704.0
190.0,673.0,449.0
86.0,340.0,229.0
145.0,535.0,372.0
44.0,197.0,148.0
32.0,489.0,
24.0,91.0,
152.0,799.0,607.0
16.0,148.0,122.0
96.0,364.0,253.0
90.0,338.0,233.0
103.0,379.0,257.0
24.0,135.0,106.0
34.0,148.0,100.0
44.0,184.0,131.0
50.0,183.0,118.0
110.0,449.0,317.0
61.0,302.0,229.0
50.0,208.0,147.0
64.0,267.0,192.0
116.0,389.0,261.0
4953.0,22817.0,16852.0
,,
99.0,381.0,289.0
98.0,354.0,257.0
200.0,576.0,398.0
1164.0,5127.0,4058.0
218.0,777.0,567.0
5010.0,30866.0,26134.0
548.0,1615.0,1122.0
285.0,908.0,645.0
470.0,1226.0,822.0
166.0,583.0,446.0
86.0,600.0,516.0
53.0,156.0,109.0
415.0,1699.0,1308.0
54.0,216.0,162.0
295.0,941.0,693.0
221.0,626.0,413.0
373.0,948.0,636.0
78.0,309.0,247.0
115.0,359.0,256.0
101.0,317.0,219.0
133.0,419.0,277.0
297.0,943.0,655.0
191.0,665.0,489.0
165.0,551.0,408.0
221.0,722.0,527.0
357.0,809.0,509.0
11896.0,53377.0,42415.0
,,
,,
0.0,0.0,0.0
9.0,161.0,158.0
26.0,179.0,172.0
16.0,72.0,68.0
63.0,1380.0,1364.0
16.0,52.0,48.0
13.0,136.0,
12.0,52.0,47.0
4.0,64.0,62.0
,,
,,
9.0,75.0,73.0
0.0,0.0,0.0
4.0,,
9.0,14.0,
6.0,,
0.0,0.0,0.0
,,
3.0,,
7.0,42.0,40.0
5.0,,
6.0,49.0,48.0
,,
11.0,84.0,79.0
10.0,117.0,114.0
260.0,2825.0,2737.0
,,
54.0,83.0,
78.0,140.0,111.0
183.0,696.0,635.0
1256.0,,
132.0,328.0,269.0
5118.0,25128.0,23855.0
384.0,,932.0
157.0,,212.0
451.0,1180.0,1044.0
129.0,220.0,
57.0,87.0,65.0
38.0,56.0,41.0
303.0,612.0,539.0
36.0,66.0,57.0
194.0,423.0,375.0
118.0,,126.0
307.0,446.0,331.0
65.0,137.0,118.0
57.0,,
,82.0,53.0
,111.0,84.0
165.0,,
185.0,363.0,300.0
106.0,447.0,423.0
175.0,398.0,
371.0,,364.0
11109.0,38322.0,34994.0
,,
,,
,,
4.0,,
33.0,6708.0,6706.0
,,
79.0,7260.0,7256.0
7.0,707.0,707.0
,,
,,0.0
3.0,,
3.0,,
0.0,0.0,0.0
3.0,,
,,
4.0,,
4.0,,
6.0,25.0,25.0
,,
0.0,0.0,0.0
,,
6.0,,
9.0,,
8.0,,
,,
,0.0,0.0
7.0,1096.0,1096.0
213.0,21529.0,21519.0
,,
6.0,11.0,10.0
7.0,215.0,211.0
14.0,706.0,704.0
44.0,1727.0,1721.0
12.0,,
82.0,2963.0,2949.0
11.0,60.0,
7.0,,
8.0,364.0,362.0
5.0,,
4.0,,
,,
9.0,69.0,68.0
,0.0,0.0
4.0,,
7.0,,
15.0,360.0,356.0
7.0,542.0,541.0
0.0,0.0,0.0
3.0,,
5.0,,
10.0,,
,,
8.0,56.0,
8.0,184.0,183.0
16.0,434.0,432.0
353.0,11249.0,11147.0
,,
,,
,0.0,0.0
14.0,1439.0,1439.0
63.0,9283.0,9269.0
,,
105.0,1438.0,1423.0
20.0,,
,,
22.0,,
,,10.0
3.0,,
,,
16.0,,
,,
9.0,,
,,
12.0,73.0,
,,0.0
4.0,,
,,
,,0.0
,,0.0
8.0,47.0,47.0
4.0,,
8.0,,
8.0,,18.0
387.0,20277.0,20198.0
,,
5.0,34.0,34.0
5.0,,
14.0,662.0,658.0
35.0,269.0,260.0
6.0,,
74.0,1221.0,1213.0
10.0,427.0,426.0
6.0,31.0,30.0
10.0,40.0,40.0
5.0,13.0,13.0
4.0,8.0,8.0
,0.0,0.0
11.0,71.0,69.0
,,
9.0,,
5.0,10.0,
9.0,87.0,86.0
6.0,43.0,
0.0,0.0,0.0
,,0.0
,,
5.0,36.0,36.0
5.0,6.0,4.0
,,0.0
9.0,194.0,194.0
12.0,,
268.0,4966.0,4918.0
,,
21.0,1206.0,1204.0
17.0,136.0,135.0
25.0,523.0,516.0
64.0,1933.0,1922.0
13.0,98.0,95.0
109.0,1716.0,1707.0
35.0,644.0,638.0
17.0,1340.0,1334.0
24.0,,
17.0,190.0,188.0
7.0,122.0,
4.0,,
34.0,389.0,381.0
9.0,56.0,54.0
14.0,698.0,698.0
17.0,522.0,519.0
21.0,218.0,216.0
12.0,,
12.0,133.0,129.0
3.0,6.0,6.0
13.0,209.0,208.0
19.0,218.0,214.0
14.0,133.0,131.0
8.0,148.0,147.0
14.0,,
14.0,89.0,85.0
610.0,12757.0,12652.0
,,
28.0,189.0,176.0
23.0,382.0,368.0
35.0,154.0,135.0
107.0,628.0,571.0
61.0,296.0,266.0
120.0,1510.0,1470.0
73.0,543.0,501.0
47.0,227.0,198.0
33.0,440.0,422.0
31.0,178.0,160.0
30.0,178.0,163.0
8.0,11.0,6.0
49.0,282.0,255.0
9.0,53.0,
26.0,390.0,375.0
37.0,392.0,371.0
38.0,1312.0,1295.0
18.0,302.0,293.0
25.0,453.0,446.0
20.0,62.0,46.0
14.0,17.0,5.0
52.0,844.0,818.0
18.0,51.0,41.0
28.0,467.0,461.0
43.0,355.0,339.0
36.0,123.0,
1084.0,9911.0,9358.0
,,
7.0,37.0,35.0
13.0,685.0,682.0
8.0,53.0,52.0
67.0,888.0,878.0
14.0,353.0,347.0
82.0,778.0,766.0
15.0,387.0,385.0
12.0,,
24.0,,
8.0,15.0,12.0
4.0,6.0,
6.0,64.0,63.0
16.0,599.0,596.0
11.0,136.0,134.0
11.0,65.0,60.0
16.0,186.0,180.0
23.0,,84.0
12.0,318.0,316.0
6.0,34.0,32.0
8.0,330.0,329.0
16.0,517.0,515.0
5.0,14.0,10.0
21.0,487.0,486.0
14.0,802.0,801.0
11.0,238.0,237.0
16.0,1262.0,1260.0
467.0,10066.0,9967.0
,,
276.0,2952.0,2843.0
303.0,4701.0,4556.0
509.0,7077.0,6841.0
1957.0,36520.0,35674.0
576.0,7161.0,6651.0
3036.0,49080.0,48123.0
862.0,15378.0,14968.0
532.0,7650.0,7347.0
624.0,8605.0,8312.0
385.0,4208.0,4011.0
283.0,1567.0,1411.0
141.0,1003.0,918.0
624.0,10940.0,10683.0
168.0,1785.0,1701.0
448.0,6951.0,6753.0
443.0,7394.0,7156.0
696.0,8590.0,8284.0
336.0,5877.0,5727.0
281.0,4666.0,4530.0
195.0,,
230.0,2976.0,2864.0
582.0,8775.0,8475.0
442.0,8229.0,8038.0
293.0,4338.0,4208.0
575.0,7075.0,6792.0
515.0,,
16461.0,239199.0,231538.0
,,
,,
,,0.0
3.0,,
25.0,103.0,93.0
,,
113.0,3560.0,3535.0
4.0,6.0,
0.0,0.0,0.0
9.0,7.0,5.0
,,
,,0.0
0.0,0.0,0.0
5.0,15.0,
,,
5.0,,
4.0,10.0,
6.0,10.0,8.0
,,
,,0.0
0.0,0.0,0.0
3.0,3.0,
5.0,9.0,6.0
4.0,4.0,
,,
3.0,,0.0
8.0,14.0,10.0
238.0,3829.0,3746.0
,,
,,
9.0,56.0,55.0
15.0,,
33.0,,
28.0,174.0,164.0
46.0,,
27.0,86.0,83.0
16.0,73.0,68.0
17.0,,
21.0,120.0,119.0
11.0,89.0,87.0
,,
22.0,102.0,97.0
,32.0,
6.0,,
23.0,186.0,176.0
22.0,,
11.0,61.0,60.0
16.0,57.0,53.0
23.0,,
4.0,,0.0
16.0,132.0,129.0
8.0,30.0,26.0
14.0,55.0,
15.0,90.0,90.0
14.0,,
451.0,4713.0,4616.0
,,
5.0,10.0,
4.0,5.0,
,,7.0
79.0,485.0,448.0
7.0,,6.0
286.0,2806.0,2658.0
22.0,,17.0
,,17.0
29.0,,
,27.0,21.0
,,
3.0,8.0,
,,
,,
,,14.0
8.0,23.0,20.0
23.0,53.0,
5.0,,
5.0,4.0,
4.0,9.0,8.0
,10.0,
,,
16.0,64.0,
5.0,6.0,
10.0,,
25.0,31.0,11.0
719.0,4664.0,4250.0
,,
13.0,,34.0
,20.0,11.0
49.0,192.0,172.0
228.0,5036.0,4961.0
30.0,311.0,296.0
1034.0,10295.0,9899.0
86.0,1240.0,1189.0
40.0,121.0,107.0
115.0,386.0,315.0
33.0,,138.0
20.0,,
,,
81.0,1370.0,1340.0
,,
54.0,615.0,594.0
42.0,71.0,52.0
86.0,515.0,476.0
13.0,,99.0
19.0,25.0,
18.0,41.0,
27.0,,22.0
62.0,382.0,345.0
38.0,1639.0,1623.0
18.0,33.0,22.0
41.0,552.0,528.0
82.0,157.0,107.0
2557.0,23915.0,22741.0
,,
,,0.0
,0.0,0.0
15.0,26.0,21.0
42.0,73.0,63.0
5.0,,0.0
308.0,1579.0,1486.0
20.0,,49.0
7.0,12.0,9.0
,50.0,39.0
7.0,10.0,
4.0,7.0,
,,0.0
21.0,433.0,429.0
4.0,,
10.0,,
12.0,16.0,9.0
14.0,108.0,
,,
6.0,13.0,12.0
8.0,17.0,13.0
8.0,7.0,
8.0,7.0,
7.0,8.0,
3.0,4.0,
6.0,7.0,4.0
30.0,61.0,50.0
629.0,2656.0,2428.0
,,
,,
,,
3.0,,
48.0,,
3.0,,0.0
86.0,1769.0,1752.0
8.0,10.0,
3.0,,
10.0,,
,,
,,0.0
,,0.0
,,
0.0,0.0,0.0
3.0,,
,,
3.0,3.0,0.0
3.0,,
,,
0.0,0.0,0.0
3.0,3.0,
4.0,4.0,
4.0,8.0,
,,
,,
7.0,99.0,
223.0,2801.0,2735.0
,,
12.0,,
19.0,28.0,23.0
32.0,150.0,140.0
169.0,,
,,
1023.0,8837.0,8664.0
,,
47.0,75.0,56.0
89.0,467.0,443.0
11.0,,9.0
13.0,26.0,22.0
9.0,,
61.0,109.0,90.0
12.0,,11.0
50.0,317.0,303.0
24.0,63.0,56.0
,233.0,217.0
8.0,10.0,5.0
15.0,,
10.0,,
17.0,115.0,107.0
41.0,108.0,
,103.0,89.0
,,
,110.0,
,,
2219.0,13126.0,12572.0
,,
180.0,408.0,250.0
247.0,497.0,270.0
348.0,784.0,459.0
1489.0,4097.0,2761.0
515.0,1103.0,623.0
3232.0,15444.0,13084.0
706.0,1793.0,1191.0
470.0,967.0,525.0
575.0,1590.0,1107.0
224.0,507.0,299.0
197.0,465.0,280.0
118.0,197.0,
557.0,1361.0,885.0
122.0,259.0,150.0
414.0,1188.0,857.0
392.0,1011.0,667.0
496.0,1239.0,809.0
175.0,366.0,207.0
216.0,490.0,292.0
167.0,426.0,269.0
217.0,442.0,240.0
482.0,1160.0,732.0
341.0,822.0,510.0
243.0,549.0,
409.0,1370.0,1002.0
426.0,995.0,622.0
14496.0,41203.0,28681.0
,,
81.0,,83.0
77.0,116.0,59.0
174.0,291.0,180.0
892.0,1896.0,1370.0
160.0,290.0,173.0
3139.0,6802.0,4905.0
459.0,773.0,456.0
216.0,337.0,182.0
331.0,662.0,452.0
137.0,210.0,118.0
71.0,192.0,
51.0,,57.0
224.0,534.0,412.0
44.0,,23.0
188.0,370.0,255.0
144.0,183.0,78.0
263.0,440.0,286.0
53.0,73.0,38.0
77.0,102.0,
67.0,,
102.0,182.0,108.0
156.0,301.0,210.0
150.0,403.0,299.0
104.0,148.0,86.0
173.0,235.0,113.0
301.0,495.0,291.0
8580.0,16237.0,10670.0
,,
34.0,71.0,60.0
29.0,60.0,45.0
80.0,172.0,136.0
400.0,958.0,801.0
57.0,140.0,114.0
1033.0,3070.0,2659.0
169.0,300.0,210.0
68.0,93.0,61.0
144.0,377.0,307.0
60.0,118.0,
26.0,135.0,124.0
21.0,47.0,37.0
100.0,286.0,252.0
18.0,21.0,12.0
68.0,223.0,201.0
53.0,64.0,37.0
111.0,162.0,120.0
17.0,27.0,21.0
40.0,59.0,38.0
36.0,37.0,18.0
36.0,62.0,41.0
88.0,206.0,170.0
57.0,262.0,236.0
45.0,52.0,
65.0,99.0,65.0
114.0,215.0,157.0
3188.0,7594.0,6179.0
,,
,,
5.0,5.0,
16.0,,
39.0,128.0,111.0
11.0,23.0,19.0
178.0,1586.0,1505.0
25.0,166.0,157.0
30.0,168.0,155.0
15.0,31.0,22.0
9.0,31.0,28.0
4.0,5.0,
4.0,,
9.0,12.0,
,0.0,0.0
6.0,6.0,
8.0,,
13.0,98.0,
,0.0,0.0
,,
4.0,,
6.0,,
9.0,14.0,12.0
11.0,12.0,7.0
6.0,16.0,
6.0,8.0,
15.0,80.0,
511.0,2852.0,2604.0
,,
6.0,11.0,8.0
11.0,110.0,105.0
27.0,220.0,211.0
127.0,574.0,524.0
35.0,354.0,332.0
571.0,3902.0,3713.0
54.0,172.0,138.0
33.0,212.0,191.0
57.0,234.0,200.0
20.0,61.0,53.0
10.0,30.0,24.0
4.0,5.0,
46.0,310.0,289.0
9.0,,
39.0,1384.0,1366.0
28.0,345.0,331.0
62.0,318.0,287.0
13.0,64.0,59.0
17.0,75.0,70.0
12.0,126.0,121.0
17.0,38.0,28.0
35.0,,
26.0,55.0,38.0
14.0,61.0,56.0
37.0,83.0,60.0
55.0,395.0,374.0
1475.0,9574.0,8912.0
,,
,23.0,6.0
18.0,27.0,
40.0,52.0,19.0
178.0,219.0,76.0
44.0,59.0,24.0
600.0,981.0,494.0
85.0,96.0,27.0
69.0,85.0,18.0
68.0,90.0,34.0
25.0,28.0,
23.0,22.0,
8.0,12.0,
51.0,71.0,32.0
,15.0,5.0
41.0,49.0,13.0
34.0,38.0,6.0
65.0,93.0,39.0
15.0,18.0,5.0
14.0,17.0,
,28.0,
28.0,33.0,
33.0,40.0,10.0
31.0,36.0,10.0
24.0,33.0,14.0
39.0,45.0,11.0
66.0,74.0,20.0
1829.0,2491.0,946.0
,,
9.0,6.0,
13.0,11.0,0.0
25.0,34.0,23.0
120.0,322.0,
42.0,,
1536.0,6214.0,5507.0
179.0,659.0,571.0
51.0,76.0,42.0
63.0,104.0,62.0
22.0,272.0,
5.0,3.0,0.0
,,
31.0,44.0,30.0
5.0,,
25.0,31.0,16.0
33.0,138.0,122.0
44.0,,
,4.0,0.0
14.0,17.0,11.0
9.0,,
20.0,,4.0
26.0,53.0,36.0
25.0,70.0,58.0
26.0,41.0,
20.0,15.0,4.0
152.0,429.0,364.0
2771.0,9048.0,7579.0
,,
24.0,,45.0
42.0,103.0,66.0
45.0,105.0,65.0
225.0,651.0,459.0
65.0,,94.0
1016.0,14061.0,13199.0
104.0,338.0,253.0
53.0,132.0,86.0
108.0,267.0,176.0
42.0,80.0,45.0
42.0,99.0,60.0
22.0,,
97.0,347.0,271.0
15.0,,
67.0,276.0,
73.0,163.0,95.0
117.0,228.0,126.0
24.0,60.0,
28.0,,
27.0,62.0,40.0
51.0,114.0,66.0
54.0,210.0,164.0
53.0,93.0,40.0
37.0,,
83.0,166.0,91.0
75.0,140.0,70.0
2717.0,18812.0,16470.0
,,
5.0,19.0,17.0
,,
,,
25.0,1468.0,1455.0
,,
103.0,3187.0,3155.0
,335.0,329.0
11.0,29.0,23.0
20.0,1634.0,1623.0
4.0,,
,,
,,0.0
8.0,,
3.0,,
,,
3.0,,
,173.0,170.0
4.0,,
,,0.0
0.0,0.0,0.0
3.0,,
9.0,,
4.0,,18.0
7.0,218.0,215.0
4.0,,
9.0,,111.0
277.0,8419.0,8297.0
,,
350.0,1085.0,873.0
416.0,979.0,725.0
852.0,2380.0,1903.0
5552.0,17999.0,15560.0
738.0,1940.0,1436.0
17498.0,95586.0,86402.0
1929.0,5661.0,4484.0
995.0,2406.0,1767.0
1825.0,5821.0,4860.0
668.0,1681.0,1315.0
342.0,1297.0,1072.0
220.0,455.0,307.0
1461.0,5071.0,4282.0
200.0,538.0,410.0
945.0,2441.0,1931.0
777.0,1851.0,1327.0
1367.0,3039.0,2267.0
293.0,796.0,637.0
367.0,883.0,643.0
337.0,695.0,477.0
447.0,1340.0,1015.0
999.0,2552.0,1943.0
817.0,3031.0,2561.0
577.0,1962.0,1655.0
878.0,2170.0,1644.0
1438.0,2965.0,2124.0
45161.0,170797.0,145827.0
,,
,,
0.0,0.0,0.0
3.0,,
18.0,,
3.0,,
115.0,2817.0,2760.0
16.0,280.0,275.0
6.0,,
11.0,32.0,27.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
7.0,69.0,67.0
0.0,0.0,0.0
6.0,,
9.0,45.0,41.0
3.0,3.0,0.0
0.0,0.0,0.0
,,
,,0.0
,,
6.0,84.0,82.0
9.0,,
,,
4.0,,
13.0,64.0,56.0
276.0,4079.0,3937.0
,,
,12.0,6.0
13.0,,28.0
37.0,237.0,229.0
150.0,1490.0,1455.0
20.0,62.0,58.0
765.0,9731.0,9598.0
82.0,357.0,347.0
38.0,127.0,
45.0,103.0,93.0
,16.0,14.0
9.0,60.0,
6.0,,
44.0,326.0,318.0
,,
20.0,33.0,29.0
18.0,,
43.0,236.0,224.0
4.0,,
3.0,,
,,
,31.0,31.0
24.0,73.0,66.0
28.0,254.0,248.0
,,
22.0,48.0,39.0
61.0,150.0,141.0
1638.0,13983.0,13633.0
,,
130.0,192.0,119.0
202.0,311.0,167.0
274.0,393.0,207.0
1499.0,2810.0,1965.0
416.0,592.0,309.0
4908.0,16269.0,14129.0
999.0,1283.0,749.0
403.0,600.0,354.0
588.0,1270.0,914.0
178.0,250.0,131.0
113.0,,
94.0,,
495.0,813.0,564.0
75.0,,55.0
309.0,660.0,518.0
392.0,661.0,374.0
451.0,754.0,462.0
166.0,200.0,85.0
172.0,206.0,91.0
140.0,,82.0
170.0,240.0,120.0
305.0,817.0,591.0
283.0,466.0,317.0
255.0,,203.0
396.0,560.0,288.0
441.0,819.0,534.0
15788.0,32870.0,23775.0
,,
130.0,192.0,119.0
202.0,311.0,167.0
274.0,393.0,207.0
1499.0,2810.0,1965.0
416.0,592.0,309.0
4908.0,16269.0,14129.0
999.0,1283.0,749.0
403.0,600.0,354.0
588.0,1270.0,914.0
178.0,250.0,131.0
113.0,,
94.0,,
495.0,813.0,564.0
75.0,,55.0
309.0,660.0,518.0
392.0,661.0,374.0
451.0,754.0,462.0
166.0,200.0,85.0
172.0,206.0,91.0
140.0,,82.0
170.0,240.0,120.0
305.0,817.0,591.0
283.0,466.0,317.0
255.0,,203.0
396.0,560.0,288.0
441.0,819.0,534.0
15788.0,32870.0,23775.0
,,
,86.0,72.0
,98.0,68.0
71.0,126.0,110.0
510.0,821.0,710.0
112.0,,
1792.0,9866.0,9614.0
368.0,444.0,391.0
136.0,230.0,199.0
177.0,709.0,669.0
57.0,69.0,52.0
39.0,73.0,56.0
,,
171.0,368.0,343.0
,,
,469.0,448.0
104.0,314.0,275.0
122.0,317.0,297.0
,47.0,37.0
53.0,61.0,
,68.0,52.0
58.0,117.0,95.0
83.0,524.0,
,,
87.0,,114.0
92.0,145.0,116.0
118.0,215.0,189.0
4867.0,15761.0,14787.0
,,
45.0,164.0,
64.0,,
359.0,976.0,879.0
369.0,929.0,722.0
141.0,626.0,
2419.0,6669.0,6531.0
204.0,607.0,484.0
142.0,313.0,233.0
147.0,440.0,382.0
50.0,172.0,148.0
48.0,236.0,212.0
38.0,117.0,95.0
160.0,380.0,329.0
34.0,109.0,
79.0,324.0,285.0
160.0,531.0,424.0
134.0,657.0,595.0
64.0,263.0,
42.0,181.0,156.0
48.0,372.0,336.0
51.0,,113.0
145.0,438.0,360.0
68.0,298.0,261.0
53.0,151.0,121.0
100.0,256.0,196.0
105.0,335.0,277.0
5500.0,16115.0,14457.0
,,
,,0.0
,,
,,
17.0,,
,3.0,0.0
62.0,2075.0,2065.0
6.0,,
5.0,,
13.0,40.0,
,,
3.0,,0.0
,0.0,0.0
13.0,,43.0
,,0.0
8.0,11.0,
,,30.0
5.0,,
4.0,,
,,
,,
3.0,,
,,
,0.0,0.0
4.0,,
6.0,7.0,
4.0,,
195.0,2660.0,2592.0
,,
38.0,120.0,94.0
60.0,152.0,113.0
345.0,957.0,869.0
318.0,843.0,657.0
127.0,615.0,537.0
2156.0,3648.0,3570.0
158.0,475.0,376.0
118.0,278.0,213.0
110.0,367.0,325.0
40.0,143.0,122.0
36.0,225.0,209.0
30.0,94.0,75.0
132.0,302.0,262.0
28.0,101.0,83.0
52.0,299.0,278.0
133.0,411.0,318.0
112.0,540.0,489.0
57.0,236.0,208.0
33.0,165.0,147.0
41.0,,
45.0,136.0,100.0
131.0,423.0,354.0
55.0,227.0,198.0
43.0,116.0,
83.0,215.0,162.0
84.0,229.0,181.0
4755.0,11503.0,10162.0
,,
,,
,4.0,
8.0,8.0,
25.0,49.0,35.0
9.0,8.0,
85.0,345.0,309.0
33.0,123.0,105.0
16.0,21.0,
18.0,30.0,19.0
6.0,25.0,22.0
6.0,7.0,
,,20.0
12.0,30.0,24.0
,,
14.0,14.0,
18.0,87.0,76.0
14.0,97.0,
3.0,,0.0
5.0,11.0,
3.0,5.0,
3.0,8.0,
9.0,9.0,
,71.0,63.0
6.0,,5.0
11.0,34.0,
13.0,84.0,78.0
357.0,1158.0,954.0
,,
78.0,106.0,47.0
136.0,213.0,99.0
196.0,261.0,93.0
963.0,1962.0,1234.0
295.0,430.0,178.0
2938.0,6095.0,4229.0
610.0,820.0,345.0
259.0,359.0,
392.0,554.0,
118.0,181.0,79.0
70.0,,
72.0,,
312.0,442.0,
50.0,,30.0
170.0,191.0,70.0
284.0,343.0,
318.0,427.0,156.0
123.0,,48.0
116.0,,45.0
90.0,,30.0
109.0,,25.0
219.0,,
164.0,291.0,167.0
163.0,223.0,89.0
295.0,394.0,153.0
319.0,598.0,340.0
10505.0,16604.0,8550.0
,,
37.0,137.0,123.0
30.0,110.0,90.0
82.0,1453.0,1411.0
225.0,1051.0,947.0
41.0,144.0,114.0
278.0,2006.0,1918.0
72.0,151.0,
49.0,265.0,239.0
69.0,407.0,380.0
34.0,93.0,70.0
36.0,80.0,56.0
12.0,13.0,
77.0,184.0,150.0
22.0,37.0,23.0
41.0,102.0,83.0
40.0,56.0,31.0
67.0,172.0,139.0
25.0,131.0,121.0
33.0,158.0,143.0
20.0,30.0,20.0
17.0,80.0,70.0
70.0,180.0,144.0
42.0,141.0,121.0
20.0,112.0,103.0
62.0,122.0,82.0
46.0,94.0,70.0
1643.0,7676.0,6870.0
,,
25.0,34.0,13.0
22.0,26.0,5.0
44.0,62.0,27.0
183.0,320.0,177.0
36.0,69.0,40.0
436.0,1022.0,724.0
93.0,162.0,78.0
51.0,82.0,38.0
71.0,127.0,65.0
24.0,42.0,25.0
31.0,40.0,12.0
15.0,28.0,
77.0,425.0,366.0
15.0,18.0,7.0
47.0,93.0,56.0
43.0,84.0,49.0
56.0,95.0,51.0
20.0,32.0,15.0
24.0,40.0,21.0
19.0,26.0,10.0
18.0,26.0,10.0
67.0,123.0,68.0
34.0,61.0,35.0
36.0,69.0,
51.0,107.0,65.0
48.0,72.0,31.0
1670.0,3373.0,2058.0
,,
3.0,,
5.0,,
9.0,7.0,5.0
81.0,483.0,473.0
3.0,,
271.0,3205.0,3181.0
53.0,366.0,359.0
,,
17.0,828.0,
5.0,5.0,5.0
0.0,0.0,0.0
,,
17.0,29.0,26.0
3.0,,
7.0,14.0,14.0
7.0,,
,,
5.0,,
,,
3.0,,
9.0,23.0,20.0
7.0,18.0,18.0
9.0,,
7.0,,
8.0,5.0,3.0
17.0,146.0,
632.0,5986.0,5903.0
,,
0.0,0.0,0.0
0.0,0.0,0.0
3.0,,
15.0,40.0,36.0
3.0,,
78.0,559.0,525.0
10.0,6.0,
,,
4.0,4.0,
0.0,0.0,0.0
0.0,0.0,0.0
,,0.0
7.0,14.0,
,,
3.0,3.0,0.0
0.0,0.0,0.0
,,
0.0,0.0,0.0
,,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.0,3.0,0.0
0.0,0.0,0.0
3.0,3.0,0.0
0.0,0.0,0.0
3.0,3.0,
186.0,707.0,610.0
,,
13.0,450.0,447.0
13.0,377.0,374.0
17.0,783.0,775.0
129.0,4749.0,4719.0
23.0,1016.0,1011.0
282.0,17072.0,17014.0
57.0,2665.0,2639.0
30.0,1093.0,1085.0
39.0,3211.0,3205.0
25.0,1231.0,1229.0
5.0,,
6.0,,
50.0,3140.0,
8.0,,617.0
22.0,1059.0,1057.0
32.0,1877.0,1872.0
38.0,2384.0,2377.0
14.0,1127.0,1119.0
9.0,284.0,282.0
11.0,393.0,389.0
8.0,232.0,228.0
39.0,1172.0,1165.0
21.0,,
16.0,,
22.0,944.0,942.0
35.0,1493.0,1489.0
993.0,49919.0,49683.0
,,
63.0,488.0,445.0
106.0,796.0,729.0
132.0,1272.0,1187.0
464.0,6833.0,6564.0
184.0,2041.0,1942.0
931.0,52721.0,52387.0
287.0,3537.0,3393.0
161.0,1979.0,1893.0
166.0,5876.0,5812.0
73.0,631.0,594.0
70.0,1265.0,1226.0
46.0,610.0,590.0
201.0,2246.0,2137.0
